Data da Venda,ID do Cliente,Produto,Categoria,Tipo de Pet,Quantidade,Preço Unitário,Valor Total
2020-11-08,C0452,Ração Econômica,Ração,Gato,2,70.0,140.0
2020-11-08,C0082,Areia Higiênica,Higiene,Gato,4,22.0,88.0
2020-11-09,C0047,Aquário Pequeno,Acessórios,Peixe,2,150.0,300.0
2020-11-09,C0166,Arranhador,Brinquedo,Gato,1,60.0,60.0
2020-11-10,C0282,Gaiola Pequena,Acessórios,Pássaro,1,85.0,85.0
2020-11-11,C0275,Antipulgas,Remédio,Cachorro,1,65.0,65.0
2020-11-12,C0062,Coleira,Acessórios,Gato,3,35.0,105.0
2020-11-12,C0363,Arranhador,Brinquedo,Gato,3,60.0,180.0
2020-11-13,C0192,Coleira,Acessórios,Cachorro,3,35.0,105.0
2020-11-13,C0484,Gaiola Pequena,Acessórios,Pássaro,1,85.0,85.0
2020-11-14,C0316,Ração Premium,Ração,Cachorro,1,120.0,120.0
2020-11-14,C0242,Ração Econômica,Ração,Gato,4,70.0,280.0
2020-11-14,C0281,Arranhador,Brinquedo,Gato,3,60.0,180.0
2020-11-14,C0138,Shampoo Pet,Higiene,Gato,4,30.0,120.0
2020-11-14,C0007,Comida para Peixe,Ração,Peixe,4,15.0,60.0
2020-11-15,C0408,Alpiste,Ração,Pássaro,2,10.0,20.0
2020-11-16,C0148,Alpiste,Ração,Pássaro,2,10.0,20.0
2020-11-16,C0230,Ração Econômica,Ração,Gato,3,70.0,210.0
2020-11-16,C0172,Brinquedo Bola,Brinquedo,Cachorro,2,25.0,50.0
2020-11-16,C0432,Arranhador,Brinquedo,Gato,1,60.0,60.0
2020-11-17,C0038,Gaiola Pequena,Acessórios,Pássaro,4,85.0,340.0
2020-11-17,C0363,Shampoo Pet,Higiene,Cachorro,4,30.0,120.0
2020-11-17,C0486,Aquário Pequeno,Acessórios,Peixe,2,150.0,300.0
2020-11-18,C0412,Ração Premium,Ração,Cachorro,4,120.0,480.0
2020-11-18,C0233,Areia Higiênica,Higiene,Gato,4,22.0,88.0
2020-11-18,C0382,Gaiola Pequena,Acessórios,Pássaro,2,85.0,170.0
2020-11-18,C0230,Ração Premium,Ração,Cachorro,2,120.0,240.0
2020-11-18,C0437,Ração Premium,Ração,Cachorro,3,120.0,360.0
2020-11-18,C0393,Shampoo Pet,Higiene,Gato,1,30.0,30.0
2020-11-18,C0068,Coleira,Acessórios,Cachorro,4,35.0,140.0
2020-11-20,C0007,Alpiste,Ração,Pássaro,4,10.0,40.0
2020-11-20,C0019,Brinquedo Bola,Brinquedo,Cachorro,2,25.0,50.0
2020-11-20,C0029,Ração Econômica,Ração,Gato,2,70.0,140.0
2020-11-20,C0245,Aquário Pequeno,Acessórios,Peixe,3,150.0,450.0
2020-11-21,C0031,Alpiste,Ração,Pássaro,4,10.0,40.0
2020-11-22,C0348,Comida para Peixe,Ração,Peixe,2,15.0,30.0
2020-11-22,C0071,Brinquedo Bola,Brinquedo,Cachorro,3,25.0,75.0
2020-11-23,C0471,Areia Higiênica,Higiene,Gato,2,22.0,44.0
2020-11-23,C0495,Comida para Peixe,Ração,Peixe,2,15.0,30.0
2020-11-23,C0399,Aquário Pequeno,Acessórios,Peixe,3,150.0,450.0
2020-11-24,C0035,Coleira,Acessórios,Cachorro,1,35.0,35.0
2020-11-24,C0290,Gaiola Pequena,Acessórios,Pássaro,4,85.0,340.0
2020-11-24,C0327,Brinquedo Bola,Brinquedo,Cachorro,3,25.0,75.0
2020-11-25,C0375,Aquário Pequeno,Acessórios,Peixe,3,150.0,450.0
2020-11-26,C0238,Brinquedo Bola,Brinquedo,Cachorro,4,25.0,100.0
2020-11-26,C0239,Ração Econômica,Ração,Cachorro,4,70.0,280.0
2020-11-26,C0107,Comida para Peixe,Ração,Peixe,3,15.0,45.0
2020-11-26,C0436,Brinquedo Bola,Brinquedo,Cachorro,3,25.0,75.0
2020-11-26,C0262,Comida para Peixe,Ração,Peixe,2,15.0,30.0
2020-11-26,C0057,Comedouro,Acessórios,Cachorro,4,20.0,80.0
2020-11-26,C0175,Shampoo Pet,Higiene,Gato,1,30.0,30.0
2020-11-27,C0163,Ração Econômica,Ração,Gato,1,70.0,70.0
2020-11-27,C0028,Comedouro,Acessórios,Gato,4,20.0,80.0
2020-11-28,C0439,Ração Premium,Ração,Cachorro,2,120.0,240.0
2020-11-28,C0451,Antipulgas,Remédio,Gato,2,65.0,130.0
2020-11-30,C0410,Areia Higiênica,Higiene,Gato,2,22.0,44.0
2020-12-01,C0058,Ração Econômica,Ração,Cachorro,1,70.0,70.0
2020-12-02,C0373,Coleira,Acessórios,Cachorro,3,35.0,105.0
2020-12-02,C0386,Ração Econômica,Ração,Gato,1,70.0,70.0
2020-12-02,C0205,Shampoo Pet,Higiene,Cachorro,2,30.0,60.0
2020-12-02,C0185,Comedouro,Acessórios,Gato,2,20.0,40.0
2020-12-03,C0329,Ração Econômica,Ração,Cachorro,3,70.0,210.0
2020-12-04,C0416,Coleira,Acessórios,Cachorro,2,35.0,70.0
2020-12-05,C0018,Aquário Pequeno,Acessórios,Peixe,4,150.0,600.0
2020-12-06,C0135,Alpiste,Ração,Pássaro,2,10.0,20.0
2020-12-06,C0340,Ração Econômica,Ração,Cachorro,2,70.0,140.0
2020-12-06,C0314,Areia Higiênica,Higiene,Gato,4,22.0,88.0
2020-12-06,C0178,Brinquedo Bola,Brinquedo,Cachorro,4,25.0,100.0
2020-12-07,C0177,Brinquedo Bola,Brinquedo,Cachorro,4,25.0,100.0
2020-12-07,C0096,Brinquedo Bola,Brinquedo,Cachorro,3,25.0,75.0
2020-12-08,C0025,Brinquedo Bola,Brinquedo,Cachorro,3,25.0,75.0
2020-12-09,C0146,Comedouro,Acessórios,Cachorro,3,20.0,60.0
2020-12-09,C0371,Gaiola Pequena,Acessórios,Pássaro,2,85.0,170.0
2020-12-10,C0384,Alpiste,Ração,Pássaro,4,10.0,40.0
2020-12-10,C0205,Aquário Pequeno,Acessórios,Peixe,3,150.0,450.0
2020-12-10,C0089,Areia Higiênica,Higiene,Gato,4,22.0,88.0
2020-12-10,C0213,Areia Higiênica,Higiene,Gato,2,22.0,44.0
2020-12-11,C0003,Brinquedo Bola,Brinquedo,Cachorro,4,25.0,100.0
2020-12-12,C0480,Gaiola Pequena,Acessórios,Pássaro,2,85.0,170.0
2020-12-12,C0042,Ração Premium,Ração,Gato,2,120.0,240.0
2020-12-12,C0188,Coleira,Acessórios,Cachorro,3,35.0,105.0
2020-12-13,C0296,Antipulgas,Remédio,Cachorro,1,65.0,65.0
2020-12-13,C0445,Coleira,Acessórios,Cachorro,2,35.0,70.0
2020-12-14,C0437,Aquário Pequeno,Acessórios,Peixe,1,150.0,150.0
2020-12-15,C0461,Brinquedo Bola,Brinquedo,Cachorro,1,25.0,25.0
2020-12-15,C0199,Areia Higiênica,Higiene,Gato,2,22.0,44.0
2020-12-15,C0428,Shampoo Pet,Higiene,Gato,1,30.0,30.0
2020-12-15,C0286,Ração Premium,Ração,Gato,4,120.0,480.0
2020-12-16,C0433,Ração Premium,Ração,Cachorro,1,120.0,120.0
2020-12-17,C0263,Brinquedo Bola,Brinquedo,Cachorro,2,25.0,50.0
2020-12-17,C0304,Shampoo Pet,Higiene,Cachorro,2,30.0,60.0
2020-12-17,C0235,Shampoo Pet,Higiene,Cachorro,1,30.0,30.0
2020-12-17,C0207,Gaiola Pequena,Acessórios,Pássaro,4,85.0,340.0
2020-12-18,C0466,Areia Higiênica,Higiene,Gato,2,22.0,44.0
2020-12-18,C0196,Ração Premium,Ração,Gato,4,120.0,480.0
2020-12-18,C0437,Coleira,Acessórios,Gato,4,35.0,140.0
2020-12-19,C0246,Ração Econômica,Ração,Cachorro,4,70.0,280.0
2020-12-19,C0009,Ração Premium,Ração,Gato,2,120.0,240.0
2020-12-20,C0198,Comida para Peixe,Ração,Peixe,2,15.0,30.0
2020-12-20,C0177,Comedouro,Acessórios,Gato,2,20.0,40.0
2020-12-20,C0032,Alpiste,Ração,Pássaro,4,10.0,40.0
2020-12-20,C0167,Antipulgas,Remédio,Gato,2,65.0,130.0
2020-12-21,C0108,Shampoo Pet,Higiene,Gato,2,30.0,60.0
2020-12-22,C0279,Coleira,Acessórios,Gato,1,35.0,35.0
2020-12-22,C0158,Aquário Pequeno,Acessórios,Peixe,2,150.0,300.0
2020-12-22,C0141,Comedouro,Acessórios,Cachorro,4,20.0,80.0
2020-12-24,C0340,Ração Premium,Ração,Gato,3,120.0,360.0
2020-12-25,C0117,Shampoo Pet,Higiene,Cachorro,4,30.0,120.0
2020-12-26,C0477,Brinquedo Bola,Brinquedo,Cachorro,4,25.0,100.0
2020-12-26,C0259,Shampoo Pet,Higiene,Gato,3,30.0,90.0
2020-12-26,C0343,Coleira,Acessórios,Gato,2,35.0,70.0
2020-12-26,C0010,Comedouro,Acessórios,Gato,4,20.0,80.0
2020-12-26,C0198,Ração Econômica,Ração,Cachorro,4,70.0,280.0
2020-12-27,C0035,Ração Econômica,Ração,Cachorro,4,70.0,280.0
2020-12-29,C0149,Gaiola Pequena,Acessórios,Pássaro,3,85.0,255.0
2020-12-29,C0443,Antipulgas,Remédio,Gato,2,65.0,130.0
2020-12-31,C0098,Comedouro,Acessórios,Cachorro,3,20.0,60.0
2021-01-01,C0255,Shampoo Pet,Higiene,Cachorro,4,30.0,120.0
2021-01-01,C0409,Ração Premium,Ração,Gato,2,120.0,240.0
2021-01-01,C0082,Comedouro,Acessórios,Gato,3,20.0,60.0
2021-01-01,C0465,Comedouro,Acessórios,Gato,4,20.0,80.0
2021-01-02,C0069,Antipulgas,Remédio,Cachorro,3,65.0,195.0
2021-01-03,C0370,Ração Premium,Ração,Cachorro,4,120.0,480.0
2021-01-03,C0432,Comedouro,Acessórios,Cachorro,4,20.0,80.0
2021-01-04,C0314,Aquário Pequeno,Acessórios,Peixe,2,150.0,300.0
2021-01-04,C0053,Shampoo Pet,Higiene,Gato,1,30.0,30.0
2021-01-04,C0457,Ração Econômica,Ração,Gato,4,70.0,280.0
2021-01-04,C0174,Comida para Peixe,Ração,Peixe,4,15.0,60.0
2021-01-04,C0436,Comida para Peixe,Ração,Peixe,3,15.0,45.0
2021-01-05,C0093,Ração Premium,Ração,Cachorro,2,120.0,240.0
2021-01-05,C0024,Antipulgas,Remédio,Cachorro,2,65.0,130.0
2021-01-06,C0223,Antipulgas,Remédio,Gato,2,65.0,130.0
2021-01-06,C0038,Ração Econômica,Ração,Cachorro,2,70.0,140.0
2021-01-06,C0207,Aquário Pequeno,Acessórios,Peixe,2,150.0,300.0
2021-01-06,C0464,Comedouro,Acessórios,Gato,2,20.0,40.0
2021-01-07,C0208,Areia Higiênica,Higiene,Gato,1,22.0,22.0
2021-01-08,C0426,Comida para Peixe,Ração,Peixe,2,15.0,30.0
2021-01-08,C0372,Coleira,Acessórios,Gato,4,35.0,140.0
2021-01-08,C0447,Alpiste,Ração,Pássaro,1,10.0,10.0
2021-01-08,C0157,Gaiola Pequena,Acessórios,Pássaro,2,85.0,170.0
2021-01-09,C0467,Shampoo Pet,Higiene,Gato,3,30.0,90.0
2021-01-09,C0282,Areia Higiênica,Higiene,Gato,3,22.0,66.0
2021-01-09,C0050,Comedouro,Acessórios,Gato,4,20.0,80.0
2021-01-10,C0350,Ração Premium,Ração,Gato,1,120.0,120.0
2021-01-11,C0228,Coleira,Acessórios,Gato,2,35.0,70.0
2021-01-11,C0202,Antipulgas,Remédio,Gato,2,65.0,130.0
2021-01-12,C0233,Ração Econômica,Ração,Cachorro,2,70.0,140.0
2021-01-12,C0076,Antipulgas,Remédio,Gato,4,65.0,260.0
2021-01-12,C0367,Areia Higiênica,Higiene,Gato,1,22.0,22.0
2021-01-13,C0455,Areia Higiênica,Higiene,Gato,3,22.0,66.0
2021-01-13,C0363,Gaiola Pequena,Acessórios,Pássaro,2,85.0,170.0
2021-01-13,C0059,Antipulgas,Remédio,Gato,2,65.0,130.0
2021-01-13,C0357,Gaiola Pequena,Acessórios,Pássaro,2,85.0,170.0
2021-01-14,C0418,Brinquedo Bola,Brinquedo,Cachorro,3,25.0,75.0
2021-01-14,C0054,Areia Higiênica,Higiene,Gato,3,22.0,66.0
2021-01-14,C0291,Antipulgas,Remédio,Gato,2,65.0,130.0
2021-01-15,C0331,Comedouro,Acessórios,Gato,3,20.0,60.0
2021-01-15,C0332,Aquário Pequeno,Acessórios,Peixe,3,150.0,450.0
2021-01-15,C0147,Alpiste,Ração,Pássaro,1,10.0,10.0
2021-01-16,C0107,Comedouro,Acessórios,Cachorro,3,20.0,60.0
2021-01-16,C0385,Coleira,Acessórios,Gato,2,35.0,70.0
2021-01-17,C0049,Ração Premium,Ração,Cachorro,4,120.0,480.0
2021-01-17,C0243,Ração Premium,Ração,Gato,2,120.0,240.0
2021-01-17,C0207,Comida para Peixe,Ração,Peixe,1,15.0,15.0
2021-01-17,C0191,Alpiste,Ração,Pássaro,2,10.0,20.0
2021-01-19,C0291,Arranhador,Brinquedo,Gato,1,60.0,60.0
2021-01-19,C0173,Areia Higiênica,Higiene,Gato,1,22.0,22.0
2021-01-20,C0121,Ração Econômica,Ração,Cachorro,3,70.0,210.0
2021-01-20,C0324,Aquário Pequeno,Acessórios,Peixe,2,150.0,300.0
2021-01-20,C0136,Gaiola Pequena,Acessórios,Pássaro,4,85.0,340.0
2021-01-21,C0146,Comedouro,Acessórios,Gato,2,20.0,40.0
2021-01-21,C0101,Comedouro,Acessórios,Gato,1,20.0,20.0
2021-01-21,C0218,Aquário Pequeno,Acessórios,Peixe,2,150.0,300.0
2021-01-21,C0369,Aquário Pequeno,Acessórios,Peixe,3,150.0,450.0
2021-01-25,C0171,Ração Econômica,Ração,Gato,3,70.0,210.0
2021-01-25,C0208,Ração Premium,Ração,Gato,2,120.0,240.0
2021-01-25,C0251,Comida para Peixe,Ração,Peixe,1,15.0,15.0
2021-01-26,C0234,Antipulgas,Remédio,Gato,4,65.0,260.0
2021-01-27,C0278,Alpiste,Ração,Pássaro,1,10.0,10.0
2021-01-28,C0083,Arranhador,Brinquedo,Gato,3,60.0,180.0
2021-01-28,C0057,Antipulgas,Remédio,Cachorro,1,65.0,65.0
2021-01-28,C0446,Shampoo Pet,Higiene,Gato,4,30.0,120.0
2021-01-29,C0146,Comedouro,Acessórios,Gato,1,20.0,20.0
2021-01-29,C0017,Gaiola Pequena,Acessórios,Pássaro,2,85.0,170.0
2021-01-30,C0023,Antipulgas,Remédio,Cachorro,4,65.0,260.0
2021-01-31,C0259,Aquário Pequeno,Acessórios,Peixe,4,150.0,600.0
2021-01-31,C0010,Brinquedo Bola,Brinquedo,Cachorro,3,25.0,75.0
2021-01-31,C0296,Alpiste,Ração,Pássaro,4,10.0,40.0
2021-02-02,C0077,Aquário Pequeno,Acessórios,Peixe,4,150.0,600.0
2021-02-02,C0033,Comedouro,Acessórios,Gato,3,20.0,60.0
2021-02-02,C0350,Gaiola Pequena,Acessórios,Pássaro,4,85.0,340.0
2021-02-03,C0483,Antipulgas,Remédio,Cachorro,1,65.0,65.0
2021-02-03,C0213,Shampoo Pet,Higiene,Gato,3,30.0,90.0
2021-02-03,C0374,Gaiola Pequena,Acessórios,Pássaro,1,85.0,85.0
2021-02-03,C0486,Comedouro,Acessórios,Cachorro,3,20.0,60.0
2021-02-03,C0422,Comedouro,Acessórios,Cachorro,2,20.0,40.0
2021-02-03,C0118,Antipulgas,Remédio,Gato,1,65.0,65.0
2021-02-04,C0250,Coleira,Acessórios,Gato,1,35.0,35.0
2021-02-05,C0094,Aquário Pequeno,Acessórios,Peixe,4,150.0,600.0
2021-02-05,C0171,Alpiste,Ração,Pássaro,3,10.0,30.0
2021-02-05,C0331,Arranhador,Brinquedo,Gato,4,60.0,240.0
2021-02-05,C0432,Brinquedo Bola,Brinquedo,Cachorro,2,25.0,50.0
2021-02-06,C0095,Shampoo Pet,Higiene,Cachorro,3,30.0,90.0
2021-02-09,C0215,Coleira,Acessórios,Gato,3,35.0,105.0
2021-02-09,C0343,Antipulgas,Remédio,Cachorro,1,65.0,65.0
2021-02-09,C0120,Gaiola Pequena,Acessórios,Pássaro,2,85.0,170.0
2021-02-09,C0324,Comida para Peixe,Ração,Peixe,1,15.0,15.0
2021-02-10,C0385,Ração Econômica,Ração,Cachorro,4,70.0,280.0
2021-02-10,C0468,Antipulgas,Remédio,Cachorro,3,65.0,195.0
2021-02-11,C0179,Comida para Peixe,Ração,Peixe,1,15.0,15.0
2021-02-11,C0048,Ração Premium,Ração,Gato,3,120.0,360.0
2021-02-13,C0386,Aquário Pequeno,Acessórios,Peixe,1,150.0,150.0
2021-02-13,C0005,Arranhador,Brinquedo,Gato,1,60.0,60.0
2021-02-14,C0054,Ração Premium,Ração,Cachorro,2,120.0,240.0
2021-02-14,C0094,Antipulgas,Remédio,Cachorro,2,65.0,130.0
2021-02-14,C0153,Comida para Peixe,Ração,Peixe,4,15.0,60.0
2021-02-14,C0419,Gaiola Pequena,Acessórios,Pássaro,3,85.0,255.0
2021-02-14,C0214,Coleira,Acessórios,Gato,4,35.0,140.0
2021-02-15,C0104,Ração Econômica,Ração,Gato,1,70.0,70.0
2021-02-15,C0013,Coleira,Acessórios,Cachorro,1,35.0,35.0
2021-02-15,C0245,Alpiste,Ração,Pássaro,3,10.0,30.0
2021-02-15,C0319,Brinquedo Bola,Brinquedo,Cachorro,3,25.0,75.0
2021-02-16,C0127,Aquário Pequeno,Acessórios,Peixe,1,150.0,150.0
2021-02-16,C0234,Shampoo Pet,Higiene,Cachorro,1,30.0,30.0
2021-02-17,C0079,Shampoo Pet,Higiene,Cachorro,1,30.0,30.0
2021-02-18,C0010,Comedouro,Acessórios,Cachorro,1,20.0,20.0
2021-02-18,C0441,Aquário Pequeno,Acessórios,Peixe,3,150.0,450.0
2021-02-18,C0454,Areia Higiênica,Higiene,Gato,4,22.0,88.0
2021-02-18,C0053,Comida para Peixe,Ração,Peixe,3,15.0,45.0
2021-02-18,C0490,Brinquedo Bola,Brinquedo,Cachorro,1,25.0,25.0
2021-02-19,C0280,Brinquedo Bola,Brinquedo,Cachorro,4,25.0,100.0
2021-02-19,C0250,Brinquedo Bola,Brinquedo,Cachorro,2,25.0,50.0
2021-02-20,C0218,Arranhador,Brinquedo,Gato,2,60.0,120.0
2021-02-20,C0495,Comida para Peixe,Ração,Peixe,1,15.0,15.0
2021-02-22,C0004,Areia Higiênica,Higiene,Gato,3,22.0,66.0
2021-02-23,C0106,Antipulgas,Remédio,Gato,4,65.0,260.0
2021-02-23,C0388,Ração Econômica,Ração,Cachorro,1,70.0,70.0
2021-02-23,C0199,Antipulgas,Remédio,Cachorro,3,65.0,195.0
2021-02-24,C0498,Comedouro,Acessórios,Cachorro,4,20.0,80.0
2021-02-24,C0468,Alpiste,Ração,Pássaro,2,10.0,20.0
2021-02-24,C0242,Alpiste,Ração,Pássaro,1,10.0,10.0
2021-02-24,C0241,Brinquedo Bola,Brinquedo,Cachorro,1,25.0,25.0
2021-02-25,C0118,Antipulgas,Remédio,Gato,2,65.0,130.0
2021-02-25,C0273,Ração Premium,Ração,Gato,2,120.0,240.0
2021-02-25,C0358,Shampoo Pet,Higiene,Cachorro,3,30.0,90.0
2021-02-25,C0202,Brinquedo Bola,Brinquedo,Cachorro,1,25.0,25.0
2021-02-26,C0407,Aquário Pequeno,Acessórios,Peixe,3,150.0,450.0
2021-02-26,C0467,Aquário Pequeno,Acessórios,Peixe,1,150.0,150.0
2021-02-27,C0174,Arranhador,Brinquedo,Gato,2,60.0,120.0
2021-02-27,C0375,Alpiste,Ração,Pássaro,2,10.0,20.0
2021-02-27,C0075,Areia Higiênica,Higiene,Gato,1,22.0,22.0
2021-02-28,C0471,Alpiste,Ração,Pássaro,4,10.0,40.0
2021-03-01,C0401,Arranhador,Brinquedo,Gato,1,60.0,60.0
2021-03-01,C0102,Alpiste,Ração,Pássaro,4,10.0,40.0
2021-03-01,C0146,Comida para Peixe,Ração,Peixe,4,15.0,60.0
2021-03-01,C0106,Comida para Peixe,Ração,Peixe,4,15.0,60.0
2021-03-01,C0350,Ração Econômica,Ração,Cachorro,1,70.0,70.0
2021-03-01,C0173,Comedouro,Acessórios,Gato,1,20.0,20.0
2021-03-04,C0088,Comedouro,Acessórios,Cachorro,4,20.0,80.0
2021-03-04,C0134,Coleira,Acessórios,Gato,1,35.0,35.0
2021-03-05,C0296,Gaiola Pequena,Acessórios,Pássaro,4,85.0,340.0
2021-03-05,C0404,Gaiola Pequena,Acessórios,Pássaro,4,85.0,340.0
2021-03-05,C0232,Ração Premium,Ração,Cachorro,4,120.0,480.0
2021-03-05,C0162,Brinquedo Bola,Brinquedo,Cachorro,3,25.0,75.0
2021-03-06,C0339,Ração Econômica,Ração,Gato,1,70.0,70.0
2021-03-07,C0091,Shampoo Pet,Higiene,Cachorro,3,30.0,90.0
2021-03-07,C0431,Gaiola Pequena,Acessórios,Pássaro,1,85.0,85.0
2021-03-08,C0050,Comedouro,Acessórios,Gato,2,20.0,40.0
2021-03-09,C0298,Brinquedo Bola,Brinquedo,Cachorro,1,25.0,25.0
2021-03-09,C0165,Comida para Peixe,Ração,Peixe,3,15.0,45.0
2021-03-10,C0115,Coleira,Acessórios,Gato,2,35.0,70.0
2021-03-10,C0461,Antipulgas,Remédio,Gato,3,65.0,195.0
2021-03-10,C0008,Areia Higiênica,Higiene,Gato,2,22.0,44.0
2021-03-10,C0393,Brinquedo Bola,Brinquedo,Cachorro,3,25.0,75.0
2021-03-10,C0281,Ração Econômica,Ração,Gato,1,70.0,70.0
2021-03-10,C0257,Aquário Pequeno,Acessórios,Peixe,1,150.0,150.0
2021-03-11,C0476,Antipulgas,Remédio,Cachorro,1,65.0,65.0
2021-03-12,C0085,Brinquedo Bola,Brinquedo,Cachorro,3,25.0,75.0
2021-03-13,C0185,Ração Premium,Ração,Gato,3,120.0,360.0
2021-03-14,C0146,Gaiola Pequena,Acessórios,Pássaro,2,85.0,170.0
2021-03-14,C0280,Coleira,Acessórios,Cachorro,4,35.0,140.0
2021-03-14,C0483,Ração Econômica,Ração,Cachorro,1,70.0,70.0
2021-03-15,C0189,Ração Econômica,Ração,Gato,2,70.0,140.0
2021-03-15,C0056,Arranhador,Brinquedo,Gato,4,60.0,240.0
2021-03-15,C0289,Coleira,Acessórios,Gato,2,35.0,70.0
2021-03-15,C0125,Comedouro,Acessórios,Cachorro,4,20.0,80.0
2021-03-16,C0273,Comida para Peixe,Ração,Peixe,3,15.0,45.0
2021-03-16,C0459,Arranhador,Brinquedo,Gato,3,60.0,180.0
2021-03-17,C0095,Ração Econômica,Ração,Gato,2,70.0,140.0
2021-03-17,C0356,Arranhador,Brinquedo,Gato,3,60.0,180.0
2021-03-18,C0469,Coleira,Acessórios,Gato,1,35.0,35.0
2021-03-18,C0273,Ração Econômica,Ração,Gato,4,70.0,280.0
2021-03-21,C0256,Arranhador,Brinquedo,Gato,3,60.0,180.0
2021-03-21,C0236,Aquário Pequeno,Acessórios,Peixe,1,150.0,150.0
2021-03-21,C0161,Aquário Pequeno,Acessórios,Peixe,1,150.0,150.0
2021-03-21,C0155,Aquário Pequeno,Acessórios,Peixe,2,150.0,300.0
2021-03-21,C0246,Coleira,Acessórios,Cachorro,3,35.0,105.0
2021-03-22,C0061,Alpiste,Ração,Pássaro,4,10.0,40.0
2021-03-22,C0248,Ração Econômica,Ração,Cachorro,4,70.0,280.0
2021-03-23,C0099,Brinquedo Bola,Brinquedo,Cachorro,3,25.0,75.0
2021-03-23,C0201,Comida para Peixe,Ração,Peixe,3,15.0,45.0
2021-03-24,C0359,Coleira,Acessórios,Gato,1,35.0,35.0
2021-03-24,C0432,Alpiste,Ração,Pássaro,3,10.0,30.0
2021-03-25,C0372,Areia Higiênica,Higiene,Gato,1,22.0,22.0
2021-03-25,C0192,Brinquedo Bola,Brinquedo,Cachorro,4,25.0,100.0
2021-03-26,C0079,Comedouro,Acessórios,Gato,4,20.0,80.0
2021-03-26,C0335,Antipulgas,Remédio,Cachorro,1,65.0,65.0
2021-03-26,C0208,Areia Higiênica,Higiene,Gato,4,22.0,88.0
2021-03-27,C0189,Brinquedo Bola,Brinquedo,Cachorro,1,25.0,25.0
2021-03-27,C0291,Alpiste,Ração,Pássaro,1,10.0,10.0
2021-03-28,C0245,Shampoo Pet,Higiene,Gato,4,30.0,120.0
2021-03-28,C0336,Brinquedo Bola,Brinquedo,Cachorro,2,25.0,50.0
2021-03-29,C0016,Coleira,Acessórios,Cachorro,4,35.0,140.0
2021-03-29,C0021,Arranhador,Brinquedo,Gato,2,60.0,120.0
2021-03-31,C0473,Antipulgas,Remédio,Cachorro,3,65.0,195.0
2021-03-31,C0082,Comida para Peixe,Ração,Peixe,4,15.0,60.0
2021-04-01,C0169,Gaiola Pequena,Acessórios,Pássaro,1,85.0,85.0
2021-04-01,C0314,Ração Premium,Ração,Gato,1,120.0,120.0
2021-04-01,C0238,Aquário Pequeno,Acessórios,Peixe,4,150.0,600.0
2021-04-02,C0306,Brinquedo Bola,Brinquedo,Cachorro,3,25.0,75.0
2021-04-02,C0032,Brinquedo Bola,Brinquedo,Cachorro,3,25.0,75.0
2021-04-02,C0294,Antipulgas,Remédio,Gato,1,65.0,65.0
2021-04-03,C0013,Areia Higiênica,Higiene,Gato,3,22.0,66.0
2021-04-04,C0331,Alpiste,Ração,Pássaro,2,10.0,20.0
2021-04-06,C0421,Brinquedo Bola,Brinquedo,Cachorro,2,25.0,50.0
2021-04-06,C0361,Alpiste,Ração,Pássaro,4,10.0,40.0
2021-04-07,C0421,Gaiola Pequena,Acessórios,Pássaro,3,85.0,255.0
2021-04-08,C0166,Antipulgas,Remédio,Cachorro,1,65.0,65.0
2021-04-08,C0479,Antipulgas,Remédio,Gato,2,65.0,130.0
2021-04-08,C0270,Shampoo Pet,Higiene,Gato,1,30.0,30.0
2021-04-09,C0376,Comedouro,Acessórios,Cachorro,2,20.0,40.0
2021-04-10,C0202,Coleira,Acessórios,Cachorro,1,35.0,35.0
2021-04-10,C0145,Ração Premium,Ração,Cachorro,3,120.0,360.0
2021-04-11,C0208,Coleira,Acessórios,Cachorro,1,35.0,35.0
2021-04-12,C0214,Shampoo Pet,Higiene,Gato,2,30.0,60.0
2021-04-12,C0258,Alpiste,Ração,Pássaro,3,10.0,30.0
2021-04-12,C0039,Alpiste,Ração,Pássaro,2,10.0,20.0
2021-04-12,C0164,Comida para Peixe,Ração,Peixe,1,15.0,15.0
2021-04-13,C0041,Coleira,Acessórios,Gato,3,35.0,105.0
2021-04-13,C0001,Brinquedo Bola,Brinquedo,Cachorro,1,25.0,25.0
2021-04-14,C0267,Alpiste,Ração,Pássaro,1,10.0,10.0
2021-04-14,C0473,Comida para Peixe,Ração,Peixe,3,15.0,45.0
2021-04-16,C0341,Aquário Pequeno,Acessórios,Peixe,3,150.0,450.0
2021-04-16,C0080,Ração Econômica,Ração,Gato,4,70.0,280.0
2021-04-16,C0330,Comedouro,Acessórios,Gato,4,20.0,80.0
2021-04-17,C0406,Ração Econômica,Ração,Cachorro,2,70.0,140.0
2021-04-17,C0096,Alpiste,Ração,Pássaro,2,10.0,20.0
2021-04-17,C0013,Antipulgas,Remédio,Cachorro,3,65.0,195.0
2021-04-18,C0322,Arranhador,Brinquedo,Gato,4,60.0,240.0
2021-04-18,C0284,Shampoo Pet,Higiene,Cachorro,3,30.0,90.0
2021-04-18,C0119,Aquário Pequeno,Acessórios,Peixe,1,150.0,150.0
2021-04-18,C0397,Shampoo Pet,Higiene,Gato,4,30.0,120.0
2021-04-21,C0148,Ração Premium,Ração,Gato,4,120.0,480.0
2021-04-21,C0040,Comedouro,Acessórios,Cachorro,4,20.0,80.0
